code,name,district_code,facility_type,source_uuid
00684,CSR-D PUBLIC DE TAGOURA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0684
00214,CSR-D PUBLIC DE TAHIRAGUHE,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0214
00319,CSR-D PUBLIC DE TAPEGUHE,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0319
01213,CSR-D PUBLIC DE YOKOREA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1213
02623,CSR-D PUBLIC DE ZEBRA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2623
02679,CSR-D PUBLIC DE ZEPREGUHE,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2679
02684,CSR-D PUBLIC DE ZOBOUA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2684
03261,CSR-DM PUBLIC CHANTIER DE GBOPROUYA,1801,PB,
00669,CSR-DM PUBLIC DE BOBOUA-BAHOUAN,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0669
00300,CSR-DM PUBLIC DE DIGBAPIA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0300
00854,CSR-DM PUBLIC DE KEIBLA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0854
00668,CSR-DM PUBLIC DE LUENOUFLA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0668
02483,CSR-DM PUBLIC DE SERIA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2483
03260,CSR-DM PUBLIC DE SIKABOUTOU,1801,PB,
00685,CSR-DM PUBLIC DE TCHEBLOGUHE,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0685
00557,CSR-DM PUBLIC DE ZAHIA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0557
00687,CSR-DM PUBLIC DE ZALIOHOUAN,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0687
03262,CSR-M PUBLIC DE BEFLA,1801,PB,
00761,CSR-M PUBLIC DE GOKRA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0761
00667,CSR-M PUBLIC DE GROGUHE (DIGBA),1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0667
09841,CSU D PRIVE CANNAAN,1801,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS9841
08990,CSU-D PRIVE-ONG ESPÉRANCE APROSAM DE DALOA,1801,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS8990
00672,CSU-D PUBLIC DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0672
00681,CSU-D PUBLIC DE DERAHOUAN,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0681
09991,CSU-DM CONFESSIONNEL NOTRE DAME DE LA PROVIDENCE,1801,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS9991
09992,CSU-DM CONFESSIONNEL TONINO D'ABATTOIR 2,1801,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS9992
00666,CSU-DM PUBLIC DE BEDIALA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0666
00682,CSU-DM PUBLIC DE GADOUAN,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0682
01171,CSU-DM PUBLIC DE GAMINA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1171
01663,CSU-DM PUBLIC DE GBOGUHE,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1663
00542,CSU-DM PUBLIC DE GONATE,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0542
01536,CSU-DM PUBLIC QUARTIER GARAGE DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1536
01669,CSU-M PUBLIC DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1669
00676,CSUS-CAT PUBLIC DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0676
07060,CSUS-CDV PUBLIC AIBEF DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7060
02532,CSUS-LEP PUBLIC LÈPROSERIE DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2532
00674,CSUS-PMI PUBLIC DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0674
00271,CSUS-PRC PUBLIC TRYPANOSOMIASE DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0271
00675,CSUS-SSSU PUBLIC DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0675
02671,CSUS-SSSU PUBLIC DE DALOA 2,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2671
09122,F S POLICE DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS9122
09826,HG PRIVE ISLAMIQUE,1801,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS9826
02578,ICT ECOLE GEND TOROGUHE,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2578
01207,INF-M PUBLIC GARNISON DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1207
01701,INF-M PUBLIC MILITAIRE DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1701
00920,INF-P PUBLIC PRISON CIVIL DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0920
01575,INHP-A PUBLIC DE DALOA,1801,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1575
02103,CDT-DS ISSIA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2103
03002,CENTRE MEDICAL KAYAF,1802,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS3002
00551,CMS PRIVE AMOUR COMMUNE DE ISSIA,1802,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0551
08989,CSR-D COMMUNAUTAIRE DE BEMADI,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS8989
00796,CSR-D PUBLIC DE BEKORA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0796
01202,CSR-D PUBLIC DE BEZIBOU-ZOUZOUA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1202
00908,CSR-D PUBLIC DE BOBREGUHE,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0908
00234,CSR-D PUBLIC DE BROKOUA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0234
01698,CSR-D PUBLIC DE BROMA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1698
00758,CSR-D PUBLIC DE DAHIRA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0758
00298,CSR-D PUBLIC DE DEGAULLEKRO,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0298
02531,CSR-D PUBLIC DE DIASSA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2531
01907,CSR-D PUBLIC DE GAZIBOUO,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1907
00910,CSR-D PUBLIC DE GOLIHOA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0910
02757,CSR-D PUBLIC DE MABOGUHE,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2757
08895,CSR-D PUBLIC DE MADIA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS8895
00373,CSR-D PUBLIC DE NIAKIA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0373
00921,CSR-D PUBLIC DE TEZIE,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0921
01909,CSR-D PUBLIC DE ZADIOHA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1909
00351,CSR-DM PUBLIC DE DADEGUHE,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0351
01699,CSR-DM PUBLIC DE GABIA (S/P SAÏOUA),1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1699
01695,CSR-DM PUBLIC DE GOGOGUHE,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1695
03361,CSR-DM PUBLIC DE GOGOUAGUHE,1802,PB,
03362,CSR-DM PUBLIC DE IROGOGOUA,1802,PB,
00323,CSR-DM PUBLIC DE LUEHOUAN,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0323
00286,CSR-DM PUBLIC DE MAPAIX,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0286
00909,CSU-DM PUBLIC DE BOGUEDIA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0909
01693,CSU-DM PUBLIC DE IBOGUHE,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1693
00344,CSU-DM PUBLIC DE NAHIO,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0344
03161,CSU-DM PUBLIC DE NAMANE,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS3161
00919,CSU-DM PUBLIC DE SAIOUA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0919
03160,CSU-DM PUBLIC DE TAPEGUIA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS3160
02493,CSU-DMPUBLIC HKB DE ISSIA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2493
00912,CSUS-PMI PUBLIC DE ISSIA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0912
00913,CSUS-SSSU PUBLIC DE ISSIA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0913
00911,HG PUBLIC DE ISSIA,1802,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0911
03086,CENTRE MEDICAL ESPOIR (DIST. VAVOUA),1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS3086
01671,CSR-D PUBLIC DE BAHOULIFLA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1671
03211,CSR-D PUBLIC DE BIENOUFLA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS3211
02106,CSR-D PUBLIC DE BODOUASSO,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2106
01674,CSR-D PUBLIC DE BONOUFLA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1674
01241,CSR-D PUBLIC DE DANANON,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1241
01345,CSR-D PUBLIC DE DEDIAFLA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1345
01906,CSR-D PUBLIC DE GOURIELA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1906
00262,CSR-D PUBLIC DE KETRO BASSAM,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0262
00613,CSR-D PUBLIC DE PELEZI,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0613
02107,CSR-D PUBLIC DE SEBEDOUFLA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2107
00200,CSR-D PUBLIC DE TRAFLA-GOTRON,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0200
09989,CSR-D PUBLIC DE VAAFLA (DIST. VAVOUA),1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS9989
02781,CSR-D PUBLIC DE VROUO2,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2781
01673,CSR-D PUBLIC DE YOUREDOUFLA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1673
00342,CSR-DM PUBLIC DE ANCIEN PROZI,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0342
01343,CSR-DM PUBLIC DE BAZRA-NATIS,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1343
02370,CSR-DM PUBLIC DE DERAGON,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2370
00227,CSR-DM PUBLIC DE GBABO,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0227
02104,CSR-DM PUBLIC DE MIGNORE,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2104
00246,CSR-DM PUBLIC DE MONOKO-ZOHI,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0246
01039,CSR-DM PUBLIC DE NEOULEFLA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1039
02105,CSR-DM PUBLIC DE TENEFERO,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2105
00324,CSR-DM PUBLIC DE VAOU,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0324
02369,CSR-DM PUBLIC DE ZUEHI GOTRON,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2369
01650,CSR-M PUBLIC DE DENZERVILLE,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1650
01346,CSU-DM PUBLIC DE DANIA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1346
01347,CSU-DM PUBLIC DE SEITIFLA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1347
02798,CSU-DM PUBLIC DE VAVOUA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2798
01349,CSUS-PMI PUBLIC DE VAVOUA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1349
02108,CSUS-SSSU PUBLIC DE VAVOUA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2108
01348,HG PUBLIC DE VAVOUA,1803,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1348
00562,INF-PV PRIVE (ONG LAFED) DE VAVOUA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0562
01853,INF-PV PRIVE AIDARA CHEICK DE VAVOUA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1853
01865,INF-PV PRIVE AL RAHIM DE GBABO,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1865
01850,INF-PV PRIVE AMBE SUNGHUNY DE VAVOUA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1850
01835,INF-PV PRIVE ARMEL DE MINORE,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1835
01870,INF-PV PRIVE BADO DE VAOU II,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1870
01848,INF-PV PRIVE BAMBA DE VAVOUA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1848
01832,INF-PV PRIVE BASSOLÉ DE BAHOULIFLA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1832
01822,INF-PV PRIVE BON SAMARITAIN DE ANCIEN PROZI,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1822
01855,INF-PV PRIVE CHÂTEAU DE VAVOUA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1855
00564,INF-PV PRIVE COME-CI DE VAVOUA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0564
01846,INF-PV PRIVE CONFIDENCE DE VAVOUA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1846
01851,INF-PV PRIVE DERRIÈRE CI-TELCOM DE VAVOUA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1851
01867,INF-PV PRIVE DIAFLA I DE DIAFLA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1867
01868,INF-PV PRIVE DIAFLA II DE DIAFLA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1868
01858,INF-PV PRIVE DIEUDONNÉ DE LAMBERKRO,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1858
01852,INF-PV PRIVE ECOLE II DE VAVOUA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1852
01847,INF-PV PRIVE ESPÉRANCE DE VAVOUA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1847
01803,INF-PV PRIVE GOUEBI DE MINORE,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1803
01827,INF-PV PRIVE GRACE À DIEU DE GOUEFLA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1827
01854,INF-PV PRIVE GRANDE MOSQUÉE DE VAVOUA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1854
01875,INF-PV PRIVE GUEI-BLA DE VAOU,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1875
01834,INF-PV PRIVE HERESSO DE MINORE,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1834
01842,INF-PV PRIVE INCHALLA DE BONOUFLA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1842
01863,INF-PV PRIVE KABORÉ DE DANIA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1863
01874,INF-PV PRIVE KOUALA DE VAOU,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1874
01833,INF-PV PRIVE LA PAIX DE MINORE,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1833
01841,INF-PV PRIVE LOHE DE BAZRA-NATIS,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1841
01823,INF-PV PRIVE MOSQUÉE DE ANCIEN PROZI,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1823
01829,INF-PV PRIVE PANG Y'A WENDE DE NANDIFLA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1829
01828,INF-PV PRIVE PROZI DE NANDIFLA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1828
01872,INF-PV PRIVE RATAMANEGRE DE VAOU,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1872
01808,INF-PV PRIVE SAGESSE DE MINORE,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1808
01830,INF-PV PRIVE SAGESSE DE SECTA 2,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1830
01821,INF-PV PRIVE SAINTE MARIE 2 DE BAZRA-NATIS,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1821
01873,INF-PV PRIVE SANTÉ POUR TOUS 3 DE VAOU,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1873
01819,INF-PV PRIVE SANTÉ POUR TOUS II DE MINORE,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1819
01826,INF-PV PRIVE SAPROCI DE GOUEFLA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1826
01871,INF-PV PRIVE ST INNOCENT DE VAOU II,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1871
01866,INF-PV PRIVE ST JEAN DE DIAFLA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1866
01824,INF-PV PRIVE STE MARIE DE ANCIEN PROZI,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1824
01861,INF-PV PRIVE STE MARIE II DE DEMA III,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1861
01820,INF-PV PRIVE YA ALLAHO DE VAVOUA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1820
01864,INF-PV PRIVE ZAGRÉ DE DANIA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1864
01869,INF-PV PRIVE ZANGRÉ DE VAOU II,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1869
01844,INF-PV PRIVE ZODO SANTÉ I DE DEDIAFLA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1844
01845,INF-PV PRIVE ZODO SANTÉ II DE DEDIAFLA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1845
01849,INF-PV PRIVE ZONGO DE VAVOUA,1803,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1849
01670,CSR-D PUBLIC DE BELLE-VILLE (S/P ZOUKOUGBEU),1804,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1670
00304,CSR-D PUBLIC DE DEDEGBEU,1804,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0304
08891,CSR-D PUBLIC DE DETROYA,1804,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS8891
00283,CSR-D PUBLIC DE DOMANGBEU,1804,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0283
01724,CSR-D PUBLIC DE ZOUKPANGBEU,1804,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1724
01727,CSR-DM PUBLIC DE DEBO,1804,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1727
00689,CSR-DM PUBLIC DE GUESSABO,1804,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0689
01876,CSU-D CONFESSIONNEL SAINT MICHEL DE ZOUKOUGBEU,1804,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1876
00605,CSU-DM PUBLIC DE GREGBEU,1804,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0605
03136,CSUS-SSSU PUBLIC DE ZOUKOUGBEU,1804,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS3136
00691,HG PUBLIC DE ZOUKOUGBEU,1804,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0691
06803,CSR-D  PUBLIC DE BEDIE KONENANKRO,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS6803
00716,CSR-D PUBLIC DE AGNI-ASSIKASSOU,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0716
06804,CSR-D PUBLIC DE BALEKOKRO,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS6804
02716,CSR-D PUBLIC DE KONIENKOUAMEKRO,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2716
01810,CSR-D PUBLIC DE KOUAKOUSSEKRO,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1810
00717,CSR-D PUBLIC DE N'GATTAKRO (S/P DAOUKRO),1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0717
01943,CSR-D PUBLIC DE PANIGOKRO (DIST. DAOUKRO),1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1943
01811,CSR-D PUBLIC DE POTOSSOU,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1811
01450,CSR-DM PUBLIC DE AKPASSANOU,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1450
01942,CSR-DM PUBLIC DE KATIMASSOU,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1942
00032,CSR-DM PUBLIC DE KONGOTI (DIST. DAOUKRO),1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0032
00977,CSR-DM PUBLIC DE LEKIKRO,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0977
00971,CSR-DM PUBLIC DE SAMANZA,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0971
08722,CSR-DM PUBLIC DE ZANZANSSOU,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS8722
00720,CSU-DM PUBLIC DE ANANDA,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0720
00718,CSU-DM PUBLIC DE ETTROKRO,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0718
00721,CSU-DM PUBLIC DE OUELLE,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0721
02145,CSUS-CAT PUBLIC DE DAOUKRO,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2145
00715,CSUS-PMI PUBLIC DE DAOUKRO,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0715
02349,CSUS-SSSU PUBLIC DE DAOUKRO,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2349
01305,FSU PUBLIC DE PEPRESSOU,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1305
00714,HG PUBLIC DE DAOUKRO,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0714
02146,INFIRMERIE PRIVÉE LA PAIX DEDE DAOUKRO,1901,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2146
01754,INF-LC PUBLIC ENSOA DE DAOUKRO,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1754
02616,INF-LC PUBLIC LYCÉE MODERNE DE DAOUKRO,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2616
02350,INF-LC PUBLIC LYCÉE MODERNE DE OUELLE,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2350
02617,INF-LC PUBLIC LYCÉE PROFESSIONNEL DE DAOUKRO,1901,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2617
02718,INF-PV PRIVE ESPÉRANCE DE DAOUKRO,1901,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2718
02304,INF-PV PRIVE GRACE DIVINE DE DAOUKRO,1901,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2304
07709,INF-PV PRIVE LA MAIN DE L'ÉTERNEL DE OUELLE,1901,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7709
01752,INF-PV PRIVE PATIENCE DE DAOUKRO,1901,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1752
02147,INF-PV PRIVEDES CORPS DE TROUPES GENDARMERIE,1901,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2147
07920,CSR-D PUBLIC DE AKPOUEBOUE,1902,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7920
